NameFirst,NameLast,CurrentHandle,CountryCode,WorldRanking,CountryRanking,TotalUSDPrize,TotalTournaments
Alana,Reid,Ms.X,ca,9610,311,10000.00,1
Therese,Andersson,Trito,se,13806,480,5250.00,2
Brad,Herrlinger,Doze,us,10291,2055,8816.67,3
Chad,Dorsey,Rigg5,us,18650,3655,3000.00,1
Sean,Price,Daler,us,3663,735,37450.00,14
Sergio,Perez,HS,ve,9611,6,10000.00,1
Mathias,Pierrot,St_Germain,fr,14306,575,5000.00,1
Sébastien,Boyer,Raoul,fr,13180,525,5750.00,2
Simon,Feely,yrim,us,13492,2712,5500.00,2
Guillaume,Portier,appleseed,fr,19395,772,2750.00,2
Luke,Molyneux,Derfel,gb,17819,608,3250.00,2
Chris,Hoare,Blokey,gb,9062,324,10796.80,6
Johnny,LaSala,FFSmasher,us,20378,4005,2500.00,1
Jason,Sylka,socrates,us,3885,782,34750.00,13
Tony,Dobson,Farside,gb,27827,970,1250.00,1
Stijn,Jespers,Vertex,be,27828,153,1250.00,1
Alex,Nesterov,LeXeR,ru,3129,121,44937.86,13
Sergiy,Rudy,kuku,ca,15528,481,4250.00,3
Jared,Cugno,cha0ticz,us,8806,1773,11290.00,9
Vesa,Hovinen,Welmu,fi,2420,41,61773.77,64
Robert,Mazurek,SodoN,pl,66820,1393,67.48,1
Emmanuel,Marquez,MoMaN,fr,11610,461,7221.04,19
Ludvig,Barreto,vOddy,se,54188,1712,185.73,5
Dennis,Hawelka,INTERNETHULK,de,3476,132,40048.13,42
Tyler,Bentz,ReVeNaNt,us,9695,1962,9866.67,4
Wiktor,Wojtas,TaZ,pl,144,3,734631.61,232
Filip,Kubski,neo,pl,140,2,751861.24,221
Mariusz,Cybulski,Loord,pl,1065,20,141990.28,95
Jakub,Gurczyński,kuben,pl,1125,21,133572.15,79
Jarosław,Jarząbkowski,pashaBiceps,pl,182,5,624063.44,168
Marcus,Larsson,Delpan,se,3179,139,44008.79,49
Patrik,Lindberg,f0rest,se,143,8,738916.80,248
Johan,Klasson,face,se,2328,112,64478.76,51
Christopher,Alesund,GeT_RiGhT,se,183,14,620659.05,227
Robert,Dahlström,RobbaN,se,1149,64,130438.14,74
Mikhail,Stolyarov,Dosia,ru,403,12,331575.73,137
Alexander,Zobkov,xek,ru,4171,157,31991.05,61
Eduard,Ivanov,ed1k,ru,5156,194,23825.53,42
Roman,Makarov,ROMJkE,ru,2663,100,55223.51,82
Sergey,Stolyarov,Fox,ru,4163,156,32021.63,63
Kai,Wollin,deto,de,1288,35,115030.98,43
Bartosz,Piętka,hom3r,pl,15167,276,4454.35,4
Mattia,Guarracino,Lonewolf92,it,27172,224,1319.95,2
Nakayama,Daichi,NOBI,jp,1385,13,108215.66,27
Guk An,Sung,dejavu,kr,18701,1666,3000.00,1
Hyun Jin,Kim,JDCR,kr,1249,191,119166.81,47
Young Ho,Lee,Flash,kr,164,12,668187.27,95
Ku Hyun,Kim,Kal,kr,2622,380,56200.38,23
Jae Dong,Lee,Jaedong,kr,174,14,643290.35,111
Sergey,Ishuk,starix,ua,1102,29,135842.74,127
Arseniy,Trynozhenko,ceh9,ua,1753,37,85602.54,68
Ioann,Sukharev,Edward,ua,146,6,719174.82,210
Daniil,Teslenko,Zeus,ua,132,5,792385.87,202
Yegor,Markelov,markeloff,ua,893,22,169652.45,131
Alexander,Holdt,ave,dk,1527,60,98452.09,69
Danny,Sørensen,zonic,dk,1088,42,138209.56,92
Martin,Heldt,trace,dk,2692,88,54180.22,73
Oliver,Minet,minet,dk,4024,114,33313.19,34
Christoffer,Sunde,Sunde,dk,1960,76,76967.36,49
Kevin,Santner,Daimonde,de,8177,324,12507.26,7
Zheng,Yang,zola,cn,18723,1873,3000.00,1
Michal,Polivka,bl4ck_p01nt,sk,31060,80,1000.00,1
Kalle,Videkull,FrostBeule,se,3121,135,45068.76,42
Peter,Strele,PeZi,at,16770,66,3676.32,2
Dorian,Vallet,Carl,fr,4275,148,30859.89,22
Jae Min,Bae,Knee,kr,640,102,230741.13,66
Abe,Akihiro,Ao,jp,4842,72,25878.45,10
Kitahara,Shutaro,honda,jp,31087,722,1000.00,1
Alexey,Smaev,uNkind,ru,5780,226,20500.00,1
Alvaro,Romero,Akiles,es,8916,112,11075.00,4
Stephan,Lammert,Stelam,de,3170,118,44255.00,16
Christian,Höck,GitzZz,de,2702,99,53792.63,6
Björn,Sunesson,zulg,se,13507,469,5500.00,2
Aaron,Everitt,Lotus,us,16464,3265,3816.67,3
Laurens,Pluymaekers,Lauke,nl,2642,30,55641.10,11
Pierre-Marie,Charavel,pMcc,fr,24839,1011,1602.50,2
Klaus,Wiedemann,frag^m,de,14941,642,4587.40,4
Paul,Petitjean,th0r^,fr,42482,1835,400.00,1
Maurice,Engelhardt,Burnie,de,6659,251,16892.46,5
Nicola,Geretti,ForresT,it,3429,18,40630.00,13
Michael,Froese,Dr.Moerser,de,28196,1242,1200.00,2
Markus,Holzer,Falcon,at,9991,25,9305.94,5
Michele,Esposito,DevilMC,it,11129,72,7735.23,2
Ivo,Lindhout,Forever,nl,9466,122,10034.56,4
Karl,Johansson,fooKi,se,15801,543,4100.00,1
Kim,Christensen,raccoon,se,22392,736,2000.00,1
Sergey,Orekhov,evil,ru,3622,138,37960.89,124
Andrew,Rachnikoff,morfez,ru,29625,1128,1063.79,4
Yury,Mikulchik,keep3r,by,19521,66,2700.66,6
Tair,Berdeev,Immortal,by,39295,118,500.00,1
Aliaskandr,Charavukhin,Cherya,by,39300,119,500.00,1
Yakeuleu,Pavel,Enemy,by,24618,75,1648.82,6
Jeremy,Evans,xspain,us,8881,1787,11150.00,1
Sung Woo,Kim,SLXC_XaN,kr,14135,1379,5000.00,1
Bertrand,Gropellier,ElkY,fr,6850,267,16255.79,13
Tae Min,Park,GoRush,kr,1423,218,105263.65,29
Samuel,Boult,Shaggy,gb,9197,328,10496.16,2
Nicholas,McCabe,eVeNfLoW,nz,14141,58,5000.00,1
Jin-Ho,Hong,YellOw,kr,1523,231,98853.74,35
Artur,Michalak,Blackman,pl,14092,258,5024.06,1
Dominic,Lewandowski,Snoop,au,14146,357,5000.00,1
Yong Bum,Lee,Ogogo,kr,5891,727,20000.00,1
Fredrik,Keitel,FiSheYe,de,8505,335,11900.00,4
Guillaume,Patry,Grrrr...,ca,2376,83,62965.83,13
Matthew,Leto,Zyos,us,2403,482,62325.00,26
Nelson,Triana,Gspot,ca,6493,212,17559.32,8
Roman,Verenko,Chip,ua,12072,133,6750.00,2
Ji Hoon,Seo,XellOs,kr,1972,299,76489.73,25
Sang Wook,Jun,Midas,kr,2407,359,62235.49,26
Christian,Drechsler,Christian,bg,14151,61,5000.00,1
André,Zilio,QuanChi,br,9505,306,10000.00,1
Simon,Pletzer,InSAnE,de,14154,596,5000.00,1
Jae Hoon,Lee,fOru,kr,4096,524,32541.54,12
Andrey,Kukhianidze,Androide,ru,6029,231,19531.92,10
Peter,Neate,Legionnaire,au,12393,300,6428.41,4
Dan,Ryan,OGRE1,us,1026,198,148013.23,57
Jason,The,SadPanda,ca,11132,356,7725.00,8
Maxime,Billieres,MaCks_Myers,fr,20189,812,2500.00,1
Philemon,Kammer,phiL,fr,20191,813,2500.00,1
Gregorio,Costa,deathgun,br,9508,307,10000.00,1
Karsten,Hager,Phoenix,de,8954,353,11000.00,2
Yun Sung,Choi,iloveoov,kr,855,133,176967.42,27
Byung Goo,Song,Stork,kr,484,82,286415.85,83
Jun Chun,Sha,PJ,cn,5658,626,21029.97,14
Shaun,Clark,Apollo,gb,6207,230,18668.42,5
Leon,Machens,Xeon,de,11538,466,7312.54,2
Pascal,Pfefferle,Dackel,de,7458,290,14470.38,3
Chan Soo,Park,Luxury,kr,2096,314,71072.32,15
Benjamin,Schütz,Heckenheinrich,de,14166,598,5000.00,1
David,Lathrop,Khufu,us,9186,1848,10500.00,2
Taek Yong,Kim,Bisu,kr,396,63,337067.18,60
Hyo Sub,Eom,FoCuS,kr,1176,184,126659.05,194
Andrew,Ryder,gellehsak,ca,2996,114,47355.00,16
Justin,Sparks,sparks,ca,23418,718,1856.25,6
,,,,,,,
Mark,James,YungCity,ca,9524,305,10000.00,1
Christopher,Kerluke,Lowkin,ca,8740,281,11400.00,2
Jeremy,Vuivui,MadMax,ca,9529,306,10000.00,1
Kevin,Garcia,DarkScorpion,ca,8866,286,11176.78,3
Quinzain,Gregory,Ripper,fr,14178,566,5000.00,1
Nicolas,Taboureau,AzAfolK,fr,14179,567,5000.00,1
Maxime,Rollan,AeteR,fr,14181,568,5000.00,1
Steven,Castaldi,lRazoR,fr,14182,569,5000.00,1
Jordan,Blackburn,Patoy,us,7005,1393,15830.00,13
Joey,Yamcharern,ScrubTwista,us,20214,3926,2500.00,1
Ian,Schult,Nai,us,20216,3927,2500.00,1
Leland,Jones,Mimic,us,10012,2017,9275.00,5
Rasmus,Ståhl,Gux,se,1952,96,77523.00,47
Patrik,Sättermon,cArn,se,870,52,173572.35,82
Harley,Örwall,dsn,se,888,55,170588.24,84
Łukasz,Wnęk,LUq,pl,1531,30,98295.38,41
Muhamed,Eid,mJe,dk,1954,75,77319.34,51
Jonas,Svendsen,whiMp,dk,1914,74,79087.94,41
Marcus,Sundström,zet,se,1928,95,78586.80,50
Jimmy,Allen,allen,se,1867,91,80883.69,51
Dennis,Wallenberg,walle,se,1390,72,107697.38,63
Kristoffer,Nordlund,Tentpole,se,1657,84,90492.33,46
Sun-Ho,Pyun,Termi,kr,2383,355,62777.35,38
Su Young,Jung,ari,kr,5264,654,23188.10,8
Sung Jae,Lee,bail,kr,2720,391,53432.23,34
Jin Hee,Park,hee,kr,4502,574,28753.87,15
Kun-chul,Kang,Solo,kr,1387,215,108131.02,62
Gareth,Marshall,GaRpY,gb,2800,96,51679.97,41
Cyrus,Malekani,proZaC,se,12688,441,6162.90,2
Tahara,Naonobu,uNleashed,jp,38356,863,550.00,1
Joe,Fender,Fenda,gb,46595,1708,300.00,1
Sung-Lin,Tsai,Mustaine,tw,56736,792,150.00,1
Utaro,Ohno,Utal1ty,jp,56739,1241,150.00,1
Kong Chian,Lia,nitroN,my,55376,488,167.49,1
Mathieu,Leber,MaT,fr,4776,170,26409.41,32
Nicolas,André,Jack,fr,0,0,0.00,0
Mathieu,Bridet,R!Go,fr,4528,160,28521.04,33
Michael,Zanatta,HaRts,fr,3584,124,38404.16,54
Brian,Christensen,hpx,dk,3721,109,36646.36,34
Andrew,Gordenskiy,B1ad3,ua,1673,36,89797.11,106
Mykola,Poplavskyi,Weiss,ua,6836,83,16300.70,50
Alexey,Kucherov,xaoc,ua,5399,67,22342.37,49
Iurii,Tereshchenko,Strike,ua,5274,64,23101.17,56
Oskar,Holm,ins,se,1783,86,84136.64,34
Abdisamad,Mohamed,SpawN,se,2081,102,71740.17,35
Toni,Luhtapuro,toNppa,fi,7900,128,13305.81,12
Juuso,Sajakoski,contE,fi,4463,82,29059.19,25
Tomi,Kovanen,lurppis,fi,2471,44,60044.44,59
Niko,Kovanen,naSu,fi,3124,55,45018.53,57
Max,Aspe,ruuit,fi,4453,81,29126.12,27
Kook Jin,Ahn,FreeSaGa,kr,41481,2911,442.44,1
Kang Beum,Lee,Keeping,kr,41482,2912,442.44,1
Kwan Woo,Lee,justfake,kr,41483,2913,442.44,1
Hyuk Bum,Kwon,DAVIT,kr,41484,2914,442.44,1
Tae Hoon,Ji,Acupuncture,kr,48435,3184,265.46,1
Young Min,Baek,BrEEzE,kr,28433,2223,1195.43,3
Kyu Hoon,Hwang,Spunky,kr,45600,3114,322.51,2
Jung Hwan,Lee,RenieHouR,kr,5407,670,22304.11,7
Joon Young,Byun,Aory,kr,48436,3185,265.46,1
Sang Taek,Oh,Xian,kr,48437,3186,265.46,1
Jin Seok,Choi,Wind,kr,48438,3187,265.46,1
Seung Pyo,Hong,Cella,kr,48439,3188,265.46,1
Trevor,Housten,TorcH,us,21247,4154,2265.46,2
Tae Kyun,Kim,SengKun,kr,48440,3189,265.46,1
Won Wi,Hong,Chipmunk,kr,48441,3190,265.46,1
Yeong Kyu,Park,Dos,kr,48442,3191,265.46,1
Jong Hwa,Kim,jjonga,kr,48443,3192,265.46,1
Bok Na,Young,Astraea,kr,20831,1784,2382.46,6
In Jang,Bo,New,kr,48444,3193,265.46,1
Sung Yong,Hong,Yong,kr,42186,2973,415.46,3
Sang Hyun,Kim,Hansin,kr,48445,3194,265.46,1
Tae Hwan,Cho,miso,kr,12176,1251,6654.73,14
Woong Jin,Park,Ssoja,kr,48446,3195,265.46,1
Min Kyu,Park,Sopia,kr,48447,3196,265.46,1
Oi Shik,Park,Gerrard,kr,21940,1856,2101.89,5
Sung Yeon,Kim,Myth,kr,48448,3197,265.46,1
Young Sik,Jeon,PhoeNix,kr,27208,2169,1313.11,7
Jong Hyuk,Park,Park,kr,41465,2908,443.24,1
Seong Gon,Kim,Gon,kr,7011,834,15804.74,3
Hyun Woo,Nam,Baby,kr,23938,1990,1757.93,4
Jae Geun,Oh,Apple,kr,48419,3177,265.95,1
In Kyu,Choi,KYumer,kr,12830,1292,6003.37,10
Byung Joon,Kim,Flint,kr,48420,3178,265.95,1
Kyung Hwan,Min,Garnet,kr,26848,2138,1371.57,3
Jin Sol,Choi,Sirius,kr,11431,1196,7470.37,7
Hee Doo,Hwang,Happiness,kr,48421,3179,265.95,1
Kyung Joon,Cho,Cargo,kr,48422,3180,265.95,1
Jin Se,Kong,Chief,kr,48423,3181,265.95,1
Hyun Soo,Ju,ChickenCombo,kr,48424,3182,265.95,1
Yong Soo,Jeon,Dragon,kr,38172,2721,559.70,2
Sung Hoon,Yoon,Lots,kr,48687,3205,259.70,1
Sang Yong,Lee,DreamizEr,kr,48688,3206,259.70,1
Tae In,Kim,Libero,kr,20817,1783,2388.31,3
Joong Wook,Woon,Tosyad,kr,48689,3207,259.70,1
Yong Jin,Kim,Cyrano,kr,43438,3016,386.00,1
Chan Joong,Kim,NaYa,kr,47631,3151,284.70,2
Jin Yung,Kwun,Drug,kr,48690,3208,259.70,1
Jae Yong,Shim,Choa,kr,48692,3209,259.70,1
Jay,Snyder,Viscant,us,9486,1912,10004.00,4
Eduardo,Perez-Frangie,PR Balrog,pr,4878,5,25628.87,60
Justin,Wong,Justin Wong,us,1158,224,129074.66,203
Keita,Ai,Fuudo,jp,681,7,215884.79,56
Abdullatif,Alhmili,Latif,sa,13208,49,5727.00,9
Chung Gon,Lee,Poongko,kr,4664,593,27339.31,15
Carl,White,Perfect Legend,us,5062,1025,24400.42,20
Giuseppe,G.,REO,us,2951,599,48405.40,19
Eric,Akins,JOP,us,39079,7544,512.00,1
René,Maistry,DJ Kor,us,6819,1352,16368.00,8
Shawn,Swain,Fab,us,10857,2162,8037.00,7
Reepal,Parbhoo,Rip,us,16355,3245,3869.50,45
Stephen,Barthelemy,Lord Knight,us,14039,2802,5070.96,39
Taniguchi,Hajime,Tokido,jp,238,2,505049.35,85
Emmanuel,Brito,CDjr,us,3918,792,34367.00,25
Maximo,Figuereo,Maxter,us,9005,1816,10914.00,5
Luis Armando,Castro,Bala,mx,10381,56,8677.00,5
Jacob,Reiser,Hysteria,us,769,159,192297.50,49
Nick,Johnson,BestMan,us,3749,753,36325.00,15
Ryan,Polk,SneakEBeaver,us,30813,5944,1000.00,2
Kyle,Lawson,Chig,us,3120,634,45075.00,18
Cory,Sloss,Str8 SicK,us,2579,513,57337.50,28
Mike,Russo,Russo,us,9014,1819,10900.00,5
Ezekiel,Martinez,ProToType,us,7552,1523,14212.50,11
Cody,Sigfusson,Elementz,ca,5240,175,23360.48,34
George,Georgallidis,HotshotGG,ca,3556,127,38777.57,35
Michael,Tang,bigfatlp,ca,3718,136,36694.24,35
Brandon,DiMarco,Saintvicious,us,3695,740,37050.26,37
Nikolaus,Cassidy,SonKiE,us,9098,1832,10710.26,6
Jae Woong,Kim,Storm,kr,11755,1219,7030.51,5
Jonas,Gustafsson,OoZe,se,25283,819,1549.20,4
Michael,Hladik,Giacomo,cz,13306,64,5642.32,6
Jung Ki,Oh,Susiria,kr,5225,645,23463.51,18
James,Boyd,ERMAC,us,30876,5958,1000.00,2
Il Seok,Jang,I.Love_Star,kr,5797,715,20393.24,3
Anker,Scharn,NTT,nl,12639,164,6210.48,2
Suk Joon,Chang,Bassy,kr,13576,1336,5435.15,1
Oskar,Ljungström,LakermaN,se,3027,133,46767.01,7
David,Andreasson,Trinidy,se,15267,522,4400.00,2
Victor,Cuadra,Makaveli,us,4027,809,33300.00,6
Min Woo,Kim,PowerK,kr,9618,1055,10000.00,1
Ryan,Brown,dethstalker,us,11552,2312,7300.00,2
Scott,Evans,Sector,us,12530,2508,6300.00,4
Tomi,Kärnä,DOOMer,se,7951,293,13145.00,4
Dan,Larsen,vise,us,20384,4006,2500.00,2
Sujoy,Roy,Sujoy,gb,20995,715,2337.46,5
Benjamin,Reichert,Kane,de,23293,1014,1880.36,3
Andrew,Cha Cha,Python,au,9759,229,9734.41,13
Terrell,Garrett,Matador,us,21147,4134,2300.00,4
Dan,Hammans,RiX,us,6243,1244,18500.00,8
Kelly,Michetti,Pure,ca,40062,1162,500.00,1
Robert,Campbell,Lobsta,au,29304,834,1100.00,3
Ian,Holder,Timber,gb,8632,309,11600.00,4
Harvey,Migotti,Xenon,se,7136,265,15289.70,11
Hyung Jae,Park,Elan,kr,16744,1550,3685.30,3
Brendan,James,Scoob,au,46912,1373,300.00,2
Shawn,Heidel,lantern,us,25892,5029,1500.00,4
Eric,Williams,gloat,us,40088,7789,500.00,2
Stefan,Bech,Insane,dk,53305,1024,200.00,1
Amir,Haleem,Hakeem,gb,9381,336,10200.00,2
Doug,Suttles,citizen,us,40101,7793,500.00,2
Sovanara,Sin,method,us,26255,5099,1450.00,4
Ken,Yanovsky,Moonshine,us,15305,3069,4375.00,5
Neal,Thompson,Mirage,nz,40112,119,500.00,2
Dave,Kia,airdave,us,53322,10448,200.00,1
Brian,Bruggeman,Tai,us,24027,4672,1750.00,4
Alexey,Alexeev,Death,ru,19029,698,2877.71,3
Andrew,Alexandrov,Pow3r,ru,17446,631,3392.61,4
Roman,Tatarinov,Pele,ru,18765,687,2992.37,2
Roman,Tarasenko,Polosatiy,ru,14702,512,4752.70,4
Markus,Paege,Slinger,de,16855,729,3628.73,4
Tomas,Hållberg,Treble,se,23310,755,1876.33,3
Benjamin,Bohrmann,ZyZ,de,1373,38,108965.30,14
Tobias,Grieser,Neok,de,19792,861,2602.66,5
Timothy,Cowan,C3,us,9454,1905,10070.00,4
Dien,Kam Chin,insano,ca,18713,591,3000.00,2
Paul,Martinez,Serm,ve,31037,28,1000.00,1
Richard,Pavlicek,Burn,us,28588,5543,1175.00,1
Roberto,Jarawan,emplate,ca,31042,908,1000.00,2
Seth,Katzman,sethkatzman,us,40167,7818,500.00,1
Matthew,Winke,Cloak,us,23223,4545,1900.00,4
Marc,Naujock,pureluck,us,31055,6002,1000.00,1
Fredrik,Edesater,Aim,se,15182,518,4450.00,10
Darren,Lee,C4rN4gE,sg,43106,359,400.00,1
-,-,Quancer,us,43107,8353,400.00,1
-,-,BadSlinky,us,43109,8354,400.00,1
-,-,Ins,us,43113,8356,400.00,1
Alexander,Digholm,NutCase,se,43116,1376,400.00,1
-,-,doggod,us,47028,9123,300.00,1
-,-,propolys,us,47035,9124,300.00,1
Greg,Hunt,sploidicius,us,29330,5685,1100.00,3
-,-,BITCHSLAYER,us,47044,9126,300.00,2
Joseph,Kim,Dy-Syng,ca,15442,477,4300.00,4
Mark,Dowley,Excalibur,us,24035,4676,1750.00,5
Joël,Moffatt,dnx3,ca,15444,478,4300.00,2
-,-,gator,us,22211,4332,2050.00,1
Andrew,Wise,revelation,us,27381,5299,1300.00,2
Matt,Huey,Muiy,us,47066,9133,300.00,1
George,Myshlyayev,DieharD,ca,35419,1011,700.00,2
James,King,King0r,us,38422,7451,550.00,2
-,-,code_red,mp,46375,1,300.00,1
Matthew,Doe,Bugzer,us,46381,8931,300.00,1
-,-,gring0,us,46386,8932,300.00,1
-,-,Unix,us,46390,8933,300.00,1
-,-,SKuDa,us,46397,8935,300.00,1
Tony,Wolff,Wolff,us,46398,8936,300.00,1
-,-,VipeR,za,46400,212,300.00,1
Jung Woo,Kim,EffOrt,kr,871,135,173468.58,43
Myung Woon,Kim,ZerO,kr,989,157,153849.67,48
Jae Yoon,Ma,sAviOr,kr,340,54,375020.44,41
Jung Suk,Park,Reach,kr,2218,332,67185.91,29
Min,Kang,Nal_rA,kr,1465,228,101506.89,29
Hyung Tae,Byun,Iris,kr,2168,326,68673.11,24
Yeong Moo,Heo,JangBi,kr,977,152,156408.18,32
Markus,Andersen,sadface,no,31651,317,940.82,2
Ole Petter,Stykket,Pettern,no,31736,320,930.76,2
Constantine,Arzhavitin,Turuk,ru,25057,937,1590.94,9
Alex,Chen,Spark,us,24553,4753,1656.00,3
Timo,Garb,Fly,de,48130,2277,272.59,2
Daniel,Zuzansky,TryDying,de,28418,1251,1197.63,1
Przemek,Wadoń,Paladyn,pl,19428,351,2736.17,5
Joona,Parikka,Konna,fi,17634,238,3321.23,2
Martin,Husak,Bonecracker,cz,57339,383,145.20,1
Eric,Marten,EricM,de,26443,1161,1416.20,2
Mihail,Ryabkov,Xyligan,ru,6886,260,16116.57,18
Jin Woo,Kim,WinNerS,kr,5090,634,24202.33,11
Jin Woo,Lee,Resolver,kr,41017,2854,458.24,3
Valentin,Krulikovsky,FiX,ua,44378,418,353.96,2
Aleksey,Bychkov,Ghost,ua,36693,339,623.20,4
Sueng Hyun,Park,Space,kr,15062,1437,4502.35,7
Yuri,Sheremetov,Sting,ru,26986,1014,1348.00,3
Park Chul,Woo,Shy,kr,8061,924,12877.94,11
Thomas,Glinksi,ThomasG,dk,12962,301,5991.33,3
Ilya,Malysh,Sonik,ua,8499,98,11905.35,66
Valentin,Kosorovcev,Majestic,ua,14483,147,4904.72,7
Tobias,Muth,ReignofDark,de,26505,1167,1404.80,4
Jin Wook,Roh,RohJinWook,kr,15858,1483,4074.07,3
Bei,Li,moonfans,cn,38179,3234,559.39,4
Sergey,Sherbakov,Hawk,ru,4580,174,27969.38,79
Nikita,Pomadov,Nicker,ru,5709,222,20866.79,23
Jin Hwan,Jeon,So.In,kr,10362,1119,8699.35,29
Jong Seok,Lee,ReprisaL,kr,7186,853,15147.60,18
Nemanja,Rudan,Rudan,rs,28540,76,1179.69,11
Wenrui,Zeng,Kenshin,cn,9201,1010,10482.92,13
Ju Yeon,Jo,LawLiet,kr,1060,170,143088.38,99
Yaroslav,Popov,control,ru,54988,2090,173.08,2
Manuel,Germain,Deezer,us,50620,9882,233.75,2
Denis,Markov,CoolTea,ru,29655,1129,1059.01,10
Marvin,Müller,NoXOuT,de,41027,1901,457.63,6
Marius,Ivanauskas,Guard,lt,31217,78,986.71,10
Adrien,Denis,burnedd,be,38949,236,519.68,4
Nikolay,Mayorov,agent,ru,6702,252,16746.97,95
Pavel,Fomkin,pavel,ru,15864,569,4069.40,40
Vitaliy,Boris,Amai,by,31296,99,976.01,6
Samayan,Kay,BlinG,gb,4931,187,25209.39,30
Christopher,Ostojic,Ostojiy,ca,14545,447,4850.00,4
Nik,Nevermann,Fortune,br,22461,811,2000.00,1
Yi-Ting,Liu,Nifi,tw,13907,249,5166.67,1
Jun,Wang,DS,tw,12214,223,6623.32,6
Jin Hui,Yuan,Hui,tw,12002,217,6816.75,7
Steve,Chau,Chauster,us,3254,654,42801.39,36
Peter,Peng,Doublelift,us,446,91,306475.81,55
William,Li,scarra,us,2464,493,60303.01,31
Christian,Rivera,IWillDominate,us,3250,653,42904.32,27
Michael,Santana,Imaqtpie,us,3567,709,38630.98,27
Patrick,Miller,L0cust,us,6778,1345,16507.65,11
Joe,Esfahani,Voyboy,us,1997,396,75248.64,38
Maik,Wallus,MoMa,de,8620,337,11617.67,26
Damien,Lorthios,Linak,fr,9274,366,10351.26,29
Bora,Kim,YellOwStaR,fr,809,26,184362.47,55
Christoph,Seitz,nRated,de,2636,93,55819.38,44
Paul,Boyer,sOAZ,fr,303,10,422314.79,77
Alexey,Ichetovkin,Alex Ich,ru,1245,40,119772.83,64
Daniel,Reshetnikov,Diamondprox,ru,966,30,157658.61,56
Eugene,Andryushin,Genja,ru,1475,53,100935.83,42
Edward,Abgarian,EDward,am,1025,1,148025.84,58
Eugene,Mazaev,Darien,ru,1472,52,100993.17,44
Carlos,Rodríguez Santiago,Ocelote,es,4436,49,29327.58,56
Filip,Romejko,Dedrayon,pl,16801,305,3658.91,9
Adrian,Wübbelmann,Candy Panda,de,4381,169,29976.84,36
Patrick,Funke,Nyph,de,3005,110,47169.22,38
Kevin,Rubiszewski,Kev1n,de,4999,196,24781.39,25
David,Roberson,Cop,us,6162,1223,18903.34,28
Alberto,Rengifo,Crumbzz,ve,4612,1,27658.13,23
Cheng,Wang,Nyjacky,us,6849,1362,16263.15,32
Thomas,Oh,SYDTKO,us,22051,4301,2086.48,9
Carl,Lückmann,Forellenlord,de,10864,436,8030.44,17
Sebastian,Hoffman,Fisch,de,15933,688,4013.36,6
Raffael,Wagner,cliff,de,26371,1158,1428.51,3
Łukasz,Mirek,Leofromkorea,pl,7808,152,13538.52,32
Martin,Szarnas,unso,pl,13983,255,5109.66,7
Andy,Dinh,Reginald,us,1882,372,80280.10,46
Brian,Wyllie,TheOddOne,ca,1806,57,83322.95,51
Shan,Huang,Chaox,ca,2765,105,52522.95,42
Alex,Chu,Xpecial,us,1389,277,107851.21,53
Christian,Kahmann,TheRainMan,us,9272,1866,10354.41,16
Maciej,Ratuszniak,Shushei,pl,6053,120,19402.86,23
Lauri,Happonen,Cyanide,fi,1278,19,115902.10,42
Manuel,Mildenberger,LaMia,de,5311,207,22962.66,23
Peter,Meisrimel,Mellisan,de,6893,264,16089.18,16
Enrique,Cedeño Martinez,xPeke,es,911,5,166127.40,54
Amaury,Minguerche,Moopz,be,4144,20,32151.80,47
Tony,Carmona,ShLaYa,fr,11580,460,7263.94,16
Marcel,Haas,Lyumi,de,13779,583,5266.16,11
Léo,Maurice,Lounet,fr,9370,369,10211.72,18
Willy,Dias,Skyyart,fr,2323,86,64698.84,24
Hector,Amador,Hmmer,pt,32621,195,856.79,4
John,Velly,hyrqBot,fr,10151,400,9062.08,12
Jerome,Negretti,Kujaa,fr,7090,272,15428.94,27
Haïdar,Mezidi,Haydal,fr,6234,242,18525.62,25
Oliver,Lønning,HawkDon,dk,24106,522,1730.87,11
Benjamin,Hiller,SleazyWeazy,de,15042,648,4514.62,21
Shawn,Bourquin,Osaft22,ch,24400,80,1680.75,8
Romain,Franzetti,Alth0r,fr,18205,725,3103.71,18
Steve,Arhancet,LiQuiD112,us,16419,3257,3839.81,9
Phillip,Carter,Jaximus,us,10966,2193,7960.00,12
-,-,Fizzinity,lt,71441,214,44.54,1
Spencer,Dampierre,Pyri,fr,20113,808,2509.24,5
Stephen,Ellis,Snoopeh,gb,2452,88,60837.89,31
Mike,Peterson,Wickd,dk,1521,59,99008.88,63
Florian,Seguin-Henry,JothY,fr,18409,736,3026.09,9
Luis,Perez,Lapaka,us,20664,4054,2414.10,8
Eugene,Park,Pobelter,us,1074,205,140286.55,34
Joshua,Leesman,Jatt,ca,16514,514,3797.14,5
James,Varga,PhantomL0rd,us,42822,8272,400.00,1
Kelvin,Li,Lexvink,ca,35655,1020,683.33,3
Zaqueri,Black,Aphromoo,us,1119,214,134278.57,36
Jacob,Lowry,Muffinqt,us,10699,2130,8250.00,20
Ian,Glinsman,TreeEskimo,us,24595,4761,1650.00,4
Trevor,Salce,Salce,us,8732,1760,11406.67,11
Jocelyn,Pierlot,Tidus,fr,20988,853,2340.36,15
Mario,Bertele,Lycades,de,24076,1046,1737.80,3
