NameFirst,NameLast,CurrentHandle,CountryCode,WorldRanking,CountryRanking,TotalUSDPrize,TotalTournaments
-,-,tn1,ca,56741,1726,150.00,1
-,-,CrAyZe,ca,52840,1567,200.00,1
-,-,vau,ca,52845,1568,200.00,1
-,-,LUNA,ca,52848,1569,200.00,1
-,-,doe doe,ca,52851,1570,200.00,1
-,-,swishdaddyz,ca,52861,1571,200.00,1
-,-,bonfire,ca,56760,1728,150.00,1
-,-,BrandoM,ca,56763,1729,150.00,1
-,-,Christrong,ca,56768,1730,150.00,1
-,-,kangal,ca,56771,1731,150.00,1
-,-,mastrplan,ca,56774,1732,150.00,1
Christoph,Krämer,chrizzo,de,7301,285,14986.20,21
Direnc,Öz,seraph,tr,13212,108,5722.53,10
Bastian,Gaffron,b4d,de,7466,291,14443.42,19
Michael,Rogers,mkpro,us,23443,4570,1850.00,6
-,-,0db,fi,40924,605,461.78,1
Tommi,Alanko,iON,fi,60248,1040,113.03,1
Aleksi,Dobrev,eple,fi,60249,1041,113.03,1
Erik,Rekola,tunsku,fi,60250,1042,113.03,1
Mika,Jokela,kelz,fi,60251,1043,113.03,1
William,Hjelte,Leffen,se,936,57,161222.86,144
Colin,Green,Colbol,us,4830,977,25956.11,189
Joey,Aldama,Lucky,us,3526,700,39240.35,186
Justin,McGrath,Plup,us,1345,270,111229.69,237
Johnny,Kim,S2J,us,2998,612,47339.02,186
Matthew,Jewell,Tope,us,26954,5220,1352.50,22
Cameron,Smucker,Cyrain,us,26458,5143,1413.25,29
Nairoby,Quezada,Nairo,us,1133,217,132582.29,203
Gonzalo,Barrios,ZeRo,cl,823,1,182778.89,170
Eric,Lew,ESAM,us,2103,419,70772.38,157
Elliot,Carroza-Oyarce,Ally,ca,1279,42,115867.99,207
Wyatt,Beekman,ADHD,us,10228,2046,8958.98,52
Cole,Tocci,Flux,us,13587,2725,5423.42,81
-,-,Moyashi,jp,41839,938,427.50,1
Dan,Hoyt,SuPeRbOoMfAn,ca,7305,234,14972.86,56
Arturo,Hernández,Mariguas,mx,23491,154,1835.08,16
Justin,Hallett,Wizzrobe,us,2406,483,62261.82,157
Eduardo,Tovar,tacos,us,15584,3105,4216.14,26
Larry,Holland,Larry Lurr,us,2417,484,61875.07,132
Brandon,Nunnenkamp,Rolex,us,28080,5445,1218.00,11
Jeremy,Westfahl,Fly Amanita,us,15236,3047,4410.80,28
Alexander,Maguire,Sethlon,us,20115,3911,2508.10,21
Paulo,Duarte,Shin Paulo,us,28456,5523,1191.44,3
-,-,Dream Crusher,us,66081,13139,73.20,2
Emiel,Duarte,Shin Tristan,us,21403,4183,2240.55,6
Frederick,Ling,Lazie Freddy,us,59510,11670,121.40,4
-,-,Elite,us,65724,13071,75.00,2
-,-,Momo,us,72787,14838,39.00,1
-,-,PepperBeef2Spicy,us,73317,14954,36.00,1
Matthew,Mcdonough,Emperor Jupiter,us,43960,8515,370.00,4
-,-,Revolver,us,79969,16611,14.80,2
-,-,Dartharma,us,70906,14363,47.80,6
Chaz,Frazer,Mynus,us,38497,7463,544.50,10
-,-,IxisNaugus,us,84186,17928,0.00,1
Clinton,Perdue,Boog,us,70767,14314,49.00,3
-,-,A3Religion,us,84205,17937,0.00,1
Marvin,Dacis,Marvisto,us,40906,7937,463.00,6
Luka,Vuković,emi,rs,3302,5,42214.92,56
Anel,Ceković,NENO,mk,6017,3,19593.94,48
Nemanja,Bošković,k1Ng0r,rs,13947,37,5142.87,30
Nestor,Tanić,1NTEL,rs,2306,4,64904.43,60
Nikola,Kovač,NiKo,ba,139,1,762825.13,123
Yijie,Chen-Zhang,BreaKingGG,cn,7848,866,13435.93,25
-,-,Flower,cn,56880,4036,150.00,1
-,-,Yuki,cn,56885,4037,150.00,1
Kuang Feng,Chen,Prydz,tw,3176,52,44108.76,9
Tien Chih,Chen,Naz,tw,3950,73,34024.48,6
Shu Wei,Liu,westdoor,tw,1154,19,129522.58,23
Chia Wei,Kang,MrAlbis,tw,1344,21,111379.07,23
Shang-Ching,Sa,GreenTea,tw,2337,37,64280.29,13
Nguyễn,Thành Trung,MeW,vn,19606,267,2674.16,3
Quang Duy,Lê,SofM,vn,1124,5,133601.15,16
Nguyễn,Khánh Sơn,Shyn,vn,12542,143,6287.36,6
Vũ,Hoàng Việt,LoliTa,vn,18307,236,3074.16,3
Noel,Cruz,Noelly,ph,18281,143,3082.82,5
Ho Man,Kan,Kabe,hk,5739,22,20680.08,9
Hung Sing,Lo,PaSa,hk,5280,21,23081.00,16
Chin Yau,Yeung,Yau,hk,12489,60,6340.77,5
Ching Chun,Fok,Nogod,hk,15185,80,4448.78,3
Kwun Yeung,Tam,Perhaps,hk,12981,64,5963.24,7
Wei Song,Chin,TaintedOnes,my,12818,75,6014.57,8
Kiat Kin,Loo,RedHotRayz,my,19854,133,2593.22,6
Yin Fong,Soon,XXF,my,19469,129,2724.15,7
Lê,Hồng Ny,GoNy,vn,13270,153,5667.29,5
-,-,StyleKhang,vn,33683,533,797.57,2
Nguyễn,Việt Tiệp,TieuQuy,vn,24796,360,1608.46,6
Anh Duy,Lê,TSU,vn,8066,84,12871.36,10
-,-,Augustus,vn,37373,579,600.00,1
Therapat,Chotteeraprathip,PATKUB,th,53144,804,200.00,1
Noppon,Chaiyasong,NdD,th,20643,359,2421.22,6
Sanpett,Marat,FirstOne,th,998,2,152194.13,25
Jakkid,Krinbai,Sek,th,13227,240,5710.10,10
Nakorn,Srisontiyagul,SKLz,th,23572,407,1821.22,5
Supachoke,Sutakhan,Porschkub,th,31984,559,904.55,3
Yotsathon,Littisornthanoo,Xeres,th,26507,447,1404.55,4
Nawin,Yanpirat,Insta,th,41268,702,450.00,2
Jitawat,Uthumplukporn,Firefox,th,53164,805,200.00,1
-,-,Zypern,th,53168,806,200.00,1
Finn,Sjöström,qp,se,9809,345,9623.83,13
Romain,Neveu,Hrk,fr,4373,154,30000.00,2
Fabio,Nardelli,Fabss,it,1045,5,145387.44,13
Kelvin,Nguyen,Snutz,ca,1247,40,119458.34,18
Alex,Ringe,Sodah,us,2647,529,55516.67,11
Elliott,Venczel,Venruki,ca,2547,94,58183.34,10
Anton,Kudryavtsev,Dayliex,ru,11827,418,7000.00,2
Jenõ,Tanos,Lopaay,hu,11828,26,7000.00,2
Dan,Wang,Ray,cn,14565,1490,4841.55,8
Lin,Ma,Hanam1qi,cn,53226,3908,200.00,1
Gang,Fu,Aayumi,cn,22193,2157,2051.00,5
Bin,Yang,Frozen,cn,16553,1688,3773.50,8
please,delete,duplicated please delete,cn,0,0,0.00,0
-,-,masayo,cn,0,0,0.00,0
-,-,mystyle,cn,0,0,0.00,0
Grant,Hall,Griff,us,12279,2452,6550.00,12
Andrew,Morehead,Drew,us,15301,3067,4380.00,9
Richard,Johnston,xeet,us,40573,7885,480.00,5
Patris,Almasi,eight,us,40574,7886,480.00,5
Jason,Stanford,beerz,us,20459,4021,2480.00,6
Karl,Radovan,RaveNplZ,us,45711,8841,320.00,3
Gavin,Olson,bane,us,33596,6471,800.00,4
Daniel,Öhrlund,danne,se,15882,547,4052.36,5
John,Eriksson,wenton,se,6081,234,19223.04,14
Eik,Nysted Grødem,Eiki,no,9659,78,9936.26,9
Sheng,Wu,2009,cn,14676,1514,4779.57,5
-,-,Gx,cn,18794,1880,2976.59,4
Chao,Hu,diqiuchaoren,cn,21663,2118,2179.25,3
-,-,GK,cn,16264,1659,3915.86,4
-,-,SakuRa,my,59858,512,117.92,1
-,-,ppxpro,my,59859,513,117.92,1
-,-,DesiRe,cn,26160,2455,1459.96,4
-,-,Vincent,cn,24749,2339,1617.31,6
Brian,Mann,voodoo,us,21581,4223,2200.00,3
-,-,enigma,us,22784,4469,2000.00,1
-,-,s1monz,us,21583,4225,2200.00,3
Josh,Restuccio,SpYdeR,us,15676,3117,4180.00,3
-,-,critikal,us,28372,5510,1200.00,1
-,-,d.jacobson,us,28373,5511,1200.00,1
Niklas,Pålsson,Crw,se,14768,500,4708.88,5
Jason,O'Toole,moses,us,22218,4333,2047.41,7
Johan,Hartman,Hartman,se,18758,623,2996.21,4
Stuart,Holden,Holden,us,29825,5755,1040.00,3
Mat,Brown,browN,us,28917,5611,1140.00,3
David,Funk,Funk,us,13896,2775,5173.33,6
Sam,Spitzer,Spitzer,us,33642,6495,800.00,1
Chan,Park,chan,us,28380,5512,1200.00,4
Dominik,-,Bollerwagen,de,43095,1999,400.00,1
Gerrit,Knusper,Knusperkeks,de,43097,2000,400.00,1
Vincent,Ulbricht,n4po,de,43100,2001,400.00,1
-,-,conholio,de,43104,2002,400.00,1
Alexander,Doubov,Revenge,ca,21151,662,2300.00,5
Rafael,Frid,BlooD,br,33287,1184,800.77,4
-,-,judic,us,47016,9122,300.00,1
Olafur,Sigurdsson,Some0ne,is,47020,60,300.00,1
Vignir,Vignisson,WarDrake,is,47024,61,300.00,1
Johann,Jontannson,zombie,is,47029,62,300.00,1
Ingolfur,Palsson,blibb,is,47037,63,300.00,1
Arnar,Arnorsson,MrRed,is,47041,64,300.00,1
Joshua,Nissan,steel,ca,1076,32,140263.37,121
Neil,Montgomery,montE,ca,8782,282,11329.39,22
Steve,Cutler,reltuC,us,1259,248,118129.59,90
Richard,Vasconcelos,Lucky,us,9664,1957,9928.57,7
Josh,Hards,w1cked,us,53439,10505,200.00,1
Jon,Gilbert,elude,us,18790,3688,2980.00,4
Kyle,Wakefield,kwake,us,42323,8188,408.33,2
-,-,Dorsey,us,33663,6500,800.00,2
Matt,Gilbert,Gouki,us,27385,5301,1300.00,3
Matt,McColgin,McColgin,us,52473,10170,200.00,1
Mark,Cheben,jESUIT,us,52478,10172,200.00,1
Michael,Fang,F4nG,us,52483,10173,200.00,1
Adam,Johns,pointblanK,us,21123,4120,2300.00,3
Ajeet,Nawaz,ajeet,us,52489,10174,200.00,1
Roman,Poltavchenko,z1,ua,18134,183,3132.03,13
Kirill,Balachevcev,delm1k,ru,40388,1509,489.74,5
Sergey,Shavaev,hally,ru,23065,855,1932.07,6
Oleg,Mikhalkovich,Raqtor,by,38787,115,526.86,3
Daniel,Zara,dEsh,by,38788,116,526.86,3
Roman,Redihin,roman,by,9697,27,9862.92,23
Aleksey,Lychkouski,pilmen,by,71034,224,46.86,1
Maxim,Mohov,moshkAtt,ru,74430,3041,31.24,1
Ivan,Tuyev,MEMOREX,ru,74431,3042,31.24,1
Nikolay,Tkachev,f.d.,ru,74432,3043,31.24,1
-,-,fin,ru,74433,3044,31.24,1
Rustam,Shomahov,faber,ru,40471,1513,484.06,4
-,-,exntrixity,us,37067,7157,600.00,1
Jesse,Rodriguez,Glass-Joe,us,37071,7158,600.00,1
Jayson,Oh,JaysoN,us,35234,6765,700.00,2
Rajan,Mahajan,Destroyer,us,31545,6089,950.00,2
-,-,Frost,us,37076,7160,600.00,1
-,-,Lance,us,37078,7161,600.00,1
Josh,Sladek,Sladek,us,28756,5573,1158.33,3
Brandon,McKee,Surge,us,37083,7162,600.00,1
Taufan,-,Faggz,sg,24782,179,1610.00,3
-,-,B3aR,sg,36168,291,650.00,2
-,-,ASSMASTER,sg,42550,350,400.00,1
-,-,NoTt|bo1,sg,42554,351,400.00,1
Mikhaylo,Blagin,Kane,ua,7202,87,15078.74,35
Jane,Wie,janeosaur,us,12226,2440,6600.00,3
Lidia,Poulin,lidy,ca,16912,524,3600.00,2
Mayra,Perez,IpSa,se,13395,467,5574.03,8
Sophie,Regnér,inzane,se,14152,489,5000.00,5
Sofie,Adolfsson,nisse,se,23194,752,1900.00,2
Xu,Zhen,HopeStar,cn,25113,2385,1581.72,1
Nico,Hagelberg,NicoustiE,fi,21798,292,2141.37,7
Niklas,Nyman,bloodR,fi,18290,244,3080.14,9
-,-,sparez,fi,45103,673,333.33,1
Atte,Suontausta,vegari,fi,45105,674,333.33,1
-,-,Zmaster,fi,45107,675,333.33,1
Nicky,Lindqvist,aukki,fi,45110,676,333.33,1
-,-,mal3c,fi,45111,677,333.33,1
Otto,Keltomäki,Omaster,fi,45113,678,333.33,1
Niklas,Holtäng,pxr,se,41212,1320,450.00,1
Michel,Nguyen,mshz,fr,16957,662,3588.81,24
Kristoffer,Søholm,gravityy,dk,12093,285,6732.24,29
Malte,Boelt,Herden,dk,20554,434,2445.16,18
Kristian,Simonsen,tabaco,dk,14821,327,4668.69,21
Dimitrios,Smoilis,stavros,de,7495,293,14355.34,43
Anil,Gülec,cLy,tr,20465,198,2477.50,14
Som,Haddow,som,gb,17531,595,3357.92,10
James,Perrott,PEZ,gb,10126,365,9112.71,27
Tom,Rockliffe,vertiGo,ie,17563,22,3342.75,19
Jake,McCausland,jakem,gb,6910,254,16043.85,54
James,Wilson,wilzOOO,gb,2242,76,66467.05,22
Josh,Rowley,mole,gb,9327,333,10261.61,28
Craig,Shannon,onscreen,gb,9263,330,10366.01,13
John,Reilly,Friza,gb,29855,1048,1035.78,7
Phil,Hynes,Tucker,gb,28042,978,1224.48,11
Danny,Peaker,peakz,gb,31309,1097,974.91,9
Tom,Griffiths,quiver,gb,23950,822,1755.41,14
Nick,Jugjeewon,zeo,gb,15043,523,4514.12,8
Phil,Hunt,Tankey,gb,43565,1573,381.22,2
Thomas,Llewelyn-Evans,Req,gb,55031,2119,171.85,2
Mark,Hammond,maarc,gb,36030,1268,661.90,5
Luke,Morris,fearLess,gb,15755,543,4133.01,20
-,-,arv,gb,55032,2120,171.85,2
Scott,Hickling,ShiGeru,gb,38105,1336,562.81,9
Roger,Paynter,paynt,gb,35497,1250,693.35,9
Joe,Talbot,JT,gb,19474,668,2721.82,17
Jordan,Sutcliffe,Jstar,gb,33689,1175,796.62,8
Ben,Wood,b3n,ie,24218,33,1708.33,14
Matthew,Lindbourn,zesty,gb,41346,1473,448.02,4
James,Fisher,fisher,gb,42297,1507,409.95,5
-,-,luster,gb,63230,2437,94.49,2
-,-,teddzy,gb,66404,2602,70.12,1
-,-,ralleh,gb,66405,2603,70.12,1
-,-,chance,gb,66406,2604,70.12,1
Mike,Havill,Metta,gb,60997,2372,106.67,2
-,-,dannyboy,gb,66407,2605,70.12,1
-,-,Linden,gb,66408,2606,70.12,1
-,-,pove,gb,66409,2607,70.12,1
Kia,Man,surreal,gb,2322,80,64730.28,57
-,-,-,kr,0,0,0.00,0
Fupeng,Xu,Mandy,cn,21624,2114,2189.34,2
Please,Delete,Duplicated please delete,cn,0,0,0.00,0
-,-,pyo,kr,42690,2991,400.00,1
-,-,nura,kr,42694,2992,400.00,1
-,-,ryo,kr,42698,2993,400.00,1
-,-,n0eL,kr,42701,2994,400.00,1
-,-,KIMHYUNMIN,kr,30536,2368,1000.00,1
-,-,parkzefF,kr,30537,2369,1000.00,1
-,-,pumba,kr,30538,2370,1000.00,1
-,-,Box,kr,30540,2371,1000.00,1
-,-,sanghyuk,kr,30544,2372,1000.00,1
Jonas,Bro,Luke,no,10144,83,9084.25,5
Jonas,Johansson,spozy,se,37605,1183,594.55,4
Cem,Kinali,CEM,se,56260,1758,155.20,1
Phương Thảo,Bùi,Soso.On,vn,48329,694,267.67,2
Tử Minh,Lê,NeverSmile,vn,48330,695,267.67,2
Văn Tân,Huỳnh,MangaEcchi,vn,48331,696,267.67,2
Như Phúc,Nguyễn,DaviD21,vn,48332,697,267.67,2
Hồng Hải,Lại,Hamchoi,vn,65383,861,76.65,1
-,-,Limmy,sg,67241,523,64.86,1
-,-,-,my,0,0,0.00,0
-,-,RAMBO,sg,67242,524,64.86,1
-,-,Bboy,my,38029,318,567.21,2
-,-,WeNz,my,38030,319,567.21,2
-,-,Dbltf,my,40738,358,471.70,1
-,-,zuki,my,38031,320,567.21,2
-,-,n|cXh,my,40739,359,471.70,1
-,-,186,cn,21213,2073,2279.89,3
Jo,Tan,JoTan.Badburn.Ice,ph,15380,111,4331.59,2
Don,Dancel,Don,ph,16650,121,3731.59,1
Carlo,Rivera,Chin,ph,16651,122,3731.59,1
Mark,Gavin,Bayabas,ph,7921,56,13239.76,8
Richard,Minowa,jejemon.Nma,ph,16652,123,3731.59,1
Marc Kevin,Parasdas,swish,ph,28168,215,1206.20,2
Russel,Sandiko,sel,ph,29479,224,1080.20,1
Yean Seong,Lee,wangwang,my,21163,143,2297.60,4
Choong Wah,Chew,Shuiyu,my,20846,139,2377.61,5
-,-,54,cn,52960,3906,200.00,1
-,-,ShuiGuo,cn,52962,3907,200.00,1
Tae Yoo,Nam,Lira,kr,5466,681,22012.32,10
Eui Jin,Song,Rookie,kr,187,19,610445.70,28
Seung Chan,Ha,Hachani,kr,3693,487,37065.54,11
Da Yoon,Lee,Spirit,kr,958,147,158378.62,27
-,-,Reduron,us,57802,11383,140.00,2
Han Saem,Kim,GimGoon,kr,541,90,266509.03,13
Da Hoon,Baek,Swift,kr,3011,417,47091.66,18
Jong Beom,Lee,Piccaboo,kr,3384,455,41218.67,10
Gyu Min,Oh,OhQ,kr,7109,845,15383.50,9
Gyu Ho,Lee,Odin,kr,57654,3521,141.30,1
Ji Cheol,Bae,Pinch,kr,57655,3522,141.30,1
Jae Hyun,Park,JaeHyun,kr,1743,267,85977.83,19
Chang Seok,Lee,GBM,kr,3685,485,37115.94,15
Doo Sung,Lim,Violet AD,kr,17211,1583,3499.60,7
Joo Hyun,Kim,Beast,kr,7195,855,15111.11,8
Hyun Chul,Jung,Elinke,kr,19633,1724,2666.40,2
Seung Min,Lee,BetKyo,kr,14858,1417,4643.49,8
De Wei,Chia,kazuya,sg,11085,52,7777.62,4
Yi I-Meng,Lai,GarnetDevil,tw,2503,39,59391.82,18
Jia Wei,Chang,Awei,tw,9314,170,10278.74,5
Kuan Ting,Chen,Maooo,tw,20128,345,2504.22,1
Hui Yun,Hsu,HueiYun,tw,20129,346,2504.22,1
Kuan Ting,Chen,REFRA1N,tw,4746,98,26635.15,12
Chi Wa,Lee,Wind,hk,14562,74,4844.07,5
Hiu Fai,Cheng,Fai,hk,17557,95,3349.60,3
Wai Ho,Shek,AmazingJ,hk,1590,3,94496.14,17
Zeon Wai,Fan,Avoidless,hk,2346,8,64078.65,12
Nok Hin,Gong,KakaHin,hk,15382,81,4329.60,6
Dung Fu,So,STony,hk,14536,72,4860.50,5
Gun Pang,Ho,SPanny,hk,20928,119,2354.93,2
Zi Hung,Lam,Lyrics,hk,14737,76,4731.54,4
You Lin,Wang,BoBo,tw,8695,160,11475.27,12
You Chun,Wang,BayBay,tw,3088,50,45527.19,13
Jian Hung,Wu,GLong,tw,15477,267,4270.42,4
Zhi Wei,Liu,Yoooo,tw,18966,326,2903.48,3
Kai Sheng,Ke,K,tw,4377,93,29984.71,17
Siu Hin,Lee,ReD,hk,12299,57,6516.86,6
Alex Chi Wai,Cheung,228,hk,10774,49,8149.13,6
Man Kin,Yeung,PeehSmite,hk,14967,79,4570.99,3
Ka Sing,Wong,sEnG,mo,24538,20,1659.24,2
Wo Kwai,Cheung,GodKwai,hk,6054,24,19393.69,14
Ho Bun,So,Sean,hk,14840,77,4659.24,4
Rui,Yu,HappyY,cn,3131,376,44901.64,12
Xing Rui,Wang,Rui,cn,14845,1536,4655.90,3
Yan,Sun,xr,cn,9202,1011,10482.21,5
Zhi Hong,He,anj,cn,12025,1276,6799.21,3
Han Wei,Su,xiye,cn,723,106,206587.79,21
Xin,Tang,Candy,cn,4979,562,24976.77,8
Danny,Le,Shiphtur,ca,5322,179,22878.56,20
Samuel,Chu,Chuuper,us,13318,2670,5630.00,4
Abe,Nguyen,MeyeA,us,13319,2671,5630.00,4
Andy,Nong,Ninjaken,us,27814,5407,1250.00,1
Ram,Djemal,Brokenshard,il,10887,19,8006.64,15
Royce,Newcomb,Bubbadub,us,16153,3206,3990.00,6
Taylor,Eder,Arthelon,us,1979,392,75982.60,52
Simon,Jeon,heavenTime,ca,11293,365,7519.09,15
Diego,Ruiz,Quas,ve,7702,2,13806.67,11
Jason,Hawes,Tsatsulow,us,38384,7430,550.00,1
Jovani,Guillen,fabbbyyy,us,11295,2249,7516.67,10
Brad,Watson,OneBadBrad,us,28714,5562,1163.33,6
Richard,Royer,Valkrin,us,23074,4516,1930.00,8
François,Boucher,Zamphira,ca,18393,579,3033.17,8
William,Despard,Captain Ziploc,ca,14668,451,4788.92,13
Cameron,Nelson,bobbyhankhill,us,31578,6107,950.00,11
Philip,Sohn,NydusHerMain,ca,26358,788,1430.00,7
Brian,Baniqued,otter,us,8307,1664,12289.53,13
Hyung-seok,Kim,Bischu,kr,3107,434,45215.75,23
Nicolas,Haddad,Gleebglarbu,us,12756,2558,6093.33,13
Cole,Gregory,Fragnat1c,us,34498,6670,750.00,5
Joshua,Mabrey,Mabrey,us,14445,2918,4940.00,9
Evan,Stevens,Evaniskus,us,18666,3659,3000.00,12
Sean,Paul,Slackoh,us,50835,9917,230.00,2
Ainslie,Wyllie,maplestreet,ca,7308,235,14966.67,19
Adam,Gil,destru,pl,22975,402,1954.82,21
Mateusz,Rosłon,ham,pl,25080,446,1587.77,11
Damian,Popieralski,skynet,pl,52039,994,208.65,3
Sebastian,Furman,BS7,pl,34672,612,740.24,7
Sebastian,Babiński,dArk,pl,16860,307,3627.77,27
Dawid,Kostrzewa,nero,pl,65397,1350,76.50,1
Przemysław,Kłosek,insider,pl,57245,1125,146.79,2
Mikołaj,Czajka,panoramix,pl,65398,1351,76.50,1
Stanisław,Turowski,nael,pl,65399,1352,76.50,1
Adam,Zagajewski,avril,pl,65400,1353,76.50,1
Piotr,Ćwikliński,peet,pl,6072,122,19272.97,45
Mateusz,Olszewski,tokz,pl,56033,1093,159.52,1
Bartosz,Wolny,Hyper,pl,5636,116,21118.14,54
Dawid,Herczyński,DEJV,pl,42267,778,410.92,5
Szymon,Wilman,prv,pl,43445,801,385.48,3
Krystian,Siekański,USZLUSiON,pl,64501,1321,82.95,1
Sylwester,Bunio,sylvo,pl,64502,1322,82.95,1
Michał,Engel,mhl,pl,64503,1323,82.95,1
Marcin,Galbarczyk,galbaro,pl,64504,1324,82.95,1
Adrian,Kuczek,abdul,pl,64505,1325,82.95,1
Lip Lim,Theng,Koy,my,44223,381,359.75,2
-,-,Amazing,cn,58379,4105,132.12,1
-,-,aaaa,my,67042,561,66.06,1
-,-,mimang,cn,24990,2371,1600.00,1
-,-,MI,cn,24993,2372,1600.00,1
-,-,chun,cn,24996,2373,1600.00,1
-,-,-,cn,0,0,0.00,0
-,-,angelfriend,cn,43066,3461,400.00,1
-,-,cmLy,cn,43068,3462,400.00,1
-,-,zq,cn,43070,3463,400.00,1
-,-,Veogod,cn,33787,2907,785.57,2
David,Prins,davidp,be,2046,10,73089.85,84
Johannes,Rantanen,Venom,se,22367,733,2003.74,5
Thomas,Svetits,impi,at,10867,29,8025.48,6
Sebastian,di Lucci,MuGGz,dk,21091,451,2309.54,3
Michael,Wedelgård,Afflictor,dk,21092,452,2309.54,3
Chia Wei,Hsu,kyo,vn,23119,335,1917.60,4
Ludovic,Planès,Maarek,fr,24121,973,1726.83,4
Frédéric,Hourdeau,Louen,fr,23120,941,1917.60,4
Ronan,Boissy,r0nan,fr,24122,974,1726.83,4
Anthony,Claudel,Eltiozo,fr,63763,2867,89.79,1
Christoph,Normann,loomit,de,12388,505,6430.50,13
Linus,Gubenis,beist,de,14862,639,4640.34,11
Colya,Goh,Madferret,de,16635,719,3742.61,7
Martin,Cording,guddo,dk,41626,805,435.60,1
Jakob,Vorm,Gamble,dk,26397,565,1423.84,9
Lucas,Larsen,Santorin,dk,1628,62,92027.60,27
Jesper,Svenningsen,Zven,dk,588,24,250580.01,30
Zhen Ming,Peng,Aluka,cn,1492,203,100133.94,26
Jing,Rao,Jing,cn,4760,535,26508.94,4
Yiu Tou,Kan,JoJo,hk,4333,20,30268.71,8
Yang,Liu,Warm,cn,17923,1810,3212.02,1
Wei,Hu,Ziv,cn,10530,1141,8471.52,2
Yuan,Yao,Yao,cn,9258,1018,10379.11,4
Hong Wei,Zhang,Mor,cn,2660,320,55295.64,16
Qi Lin,Zhou,NoName,cn,5196,595,23650.71,10
Jia Zhi,Zhang,Bao,cn,10325,1116,8761.68,4
Lei,Song,Wayoff,cn,12284,1296,6542.28,2
Xian,Yu,XiaoWeiXiao,cn,5345,604,22689.10,11
Wing Cheong,Wong,LaoPi,hk,13251,67,5694.51,4
Ka Hung,Wong,BuPing,hk,10982,52,7932.45,6
Ka Ming,Cheung,SuperCat,hk,10757,48,8182.45,7
Chi Hung,Li,kane,hk,3960,15,33933.09,18
Guoyu,Hou,DianGun,cn,7350,810,14806.07,6
Yuze,Sun,Syz,cn,14469,1481,4918.98,4
Li,Huang,YanSir,cn,7351,811,14806.07,6
Junliang,Chen,ZhengLong,cn,7860,868,13406.07,5
Johan,Carlund,Hyb,se,5846,231,20152.84,10
Jerry,Carlund,Souledge,se,9080,325,10738.72,6
Esben,Nicolaisen,VicoN,dk,12359,289,6463.53,8
Mathias,Eriksson,Mson,se,17547,596,3351.93,2
André,Persson,GoZie,se,12472,430,6351.93,3
Patrick,Roth,ScreaM,se,13953,484,5138.64,5
Alex,Moore,Jaden,us,24863,4804,1600.00,3
-,-,flip,ca,0,0,0.00,0
-,-,paranT,us,46425,8948,300.00,1
Al,Mendoza,Drax,us,24732,4785,1620.00,4
Divit,Bui,DxAlchemist,gb,10417,375,8625.34,17
Sam,Mitten,Samwise,gb,14405,499,4968.69,12
Jakub,Nowicki,Koi,pl,15883,289,4052.20,17
Julian,Tréguer,GoB,fr,8239,322,12417.96,18
Jérémy,Petit,ViRtU4l,fr,25192,1030,1563.25,2
Tobias,Wall-Horgen,Muvert,se,32787,1040,844.27,2
Ruben,Schuwer,Tsuchi,nl,43204,599,396.54,1
Balázs,Farkas,LegoMyEgo,hu,41712,141,432.74,2
Andre,Baumann,SlickSilver,no,24740,230,1618.92,2
Eric,Stenseth,pJn,no,24314,222,1699.56,4
Eirik,Gulbrandsen,draziw,no,17904,160,3218.00,7
Marcus,Bengtsson,Bengan,se,16540,564,3780.17,5
Erik,Engström,Medion,se,7147,267,15266.05,6
Adrian,Gonzalez,Filur,se,19613,652,2671.00,3
Knut,Magnus Hovden,Damien,no,21911,199,2110.88,4
Brian,Ray,Bigdog,us,11434,2291,7463.33,5
Dustin,Porter,Chameleon,us,12321,2461,6500.00,5
Alex,Thomas,ABomB,ie,20829,28,2382.89,2
Diego,Schwimer,Kelazhur,br,962,21,158142.14,159
Sung Jin,Park,trOt,kr,44480,3068,350.00,1
-,-,WM,br,44482,1546,350.00,1
Fabio,Guimarães,Venon,br,8072,257,12856.27,8
Thúlio,Carlos,SirT,br,3878,113,34840.37,26
Gabriel,Santos,Kami,br,3784,111,35878.70,24
Gustavo,Alves,Minerva,br,5442,167,22133.81,22
Lucas,Zanqueta,Zantins,br,5000,152,24775.03,16
Lucas,Lohiz,Krow,br,23769,847,1797.43,4
Bruno,Pereira,Brucer,br,7833,248,13475.04,13
André,Pavezi,esA,br,8547,277,11793.71,14
Daniel,Torrico,Kimi,br,32057,1147,900.00,1
Whesley,Holler,Leko,br,4268,127,30954.68,22
Daniel,Drummond,Danagorn,br,5204,157,23599.55,21
Murilo,Alves,Takeshi,br,5021,153,24681.48,30
André,Rocha,Manajj,br,6406,206,17847.69,13
Leonardo,Belo,Alocs,br,5737,178,20683.91,18
Emmanuel,Juarez,Acce,ar,5359,23,22624.71,17
Cristian Gabriel,Alonso,Khynm,ar,16832,125,3640.52,7
Alejo,Vasquez,Kvrof,ar,29935,236,1027.80,4
Ezequiel,Ramirez,1984,ar,33257,260,804.70,3
Tomas,Alloatti,Tomex,ar,25246,191,1550.68,3
Marcelo García,Gonzales,CHELitw,ar,20063,149,2523.10,4
Santiago,Bileta,Naryt,ar,19104,143,2849.53,9
Javier,Korhasanoglu,Dinamox,ar,20064,150,2523.10,4
Mariano,Polinsky,Genthix,ar,5885,30,20001.41,12
